,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_clip_obs,params_ent_coef,params_gae_lambda,params_gamma,params_initialization_strategy,params_learning_rate,params_lr_schedule,params_max_grad_norm,params_max_ingredients,params_n_steps,params_net_arch_depth,params_net_arch_width,params_norm_reward,params_normalize_advantage,params_ortho_init,params_rms_prop_eps,params_sde_sample_freq,params_use_rms_prop,params_use_sde,params_vf_coef,state
164,164,263.390566,2024-07-01 21:15:23.124394,2024-07-01 21:32:42.745355,0 days 00:17:19.620961,leaky_relu,5.0,0.00011576093256811708,0.95,0.9807958192383789,,0.0023903876438274635,linear,0.7,6,20.0,2.0,256.0,True,False,False,0.0003185668217876416,88.0,True,True,0.5659172153638301,COMPLETE
165,165,60.9510854,2024-07-01 21:21:43.070983,2024-07-01 21:35:29.045185,0 days 00:13:45.974202,tanh,5.0,0.010383549571930719,1.0,0.9796488892119432,,0.00013629948596597475,constant,5.0,6,50.0,2.0,64.0,False,True,True,0.03394706218270976,2.0,True,False,0.018483521151162217,COMPLETE
166,166,,2024-07-01 21:23:29.824806,2024-07-01 21:23:45.526103,0 days 00:00:15.701297,tanh,50.0,0.00011253208939331905,0.9,0.951866083058853,,0.7974067894867243,linear,0.9,8,20.0,1.0,256.0,False,False,False,0.00024918225393989204,88.0,True,True,0.5415777032267878,PRUNED
167,167,272.4796582,2024-07-01 21:23:45.584478,2024-07-01 21:40:06.595699,0 days 00:16:21.011221,relu,100.0,0.030489937410061074,0.9,0.9450780208085885,,0.05471998768904008,linear,0.5,8,20.0,1.0,256.0,False,False,False,0.0004994850269788937,64.0,True,True,0.206949814171546,COMPLETE
168,168,191.4763514,2024-07-01 21:32:42.799843,2024-07-01 21:47:57.624048,0 days 00:15:14.824205,elu,50.0,0.05555031610671065,0.9,0.9383570621506044,,0.005148531506188794,linear,0.5,8,20.0,1.0,256.0,True,False,False,0.027211450449852154,66.0,True,True,0.4559747095730949,COMPLETE
169,169,6.659999999999999,2024-07-01 21:35:29.102477,2024-07-01 21:56:07.551787,0 days 00:20:38.449310,tanh,50.0,0.0002267776120634726,0.9,0.9274344291997478,,0.000699149046688826,linear,0.5,8,5.0,1.0,256.0,False,False,False,0.0006225026706518965,92.0,True,True,0.5050705198415028,COMPLETE
170,170,5.529079999999999,2024-07-01 21:40:06.653056,2024-07-01 21:46:12.064590,0 days 00:06:05.411534,relu,100.0,0.09389681284312419,0.9,0.9441816364386048,,0.18185071746433676,linear,0.5,8,20.0,1.0,256.0,False,False,True,0.00017831092173301112,51.0,True,True,0.1474816564365115,PRUNED
171,171,43.3230488,2024-07-01 21:46:12.098584,2024-07-01 22:03:11.315356,0 days 00:16:59.216772,tanh,5.0,0.06227553677626442,0.99,0.969676176477874,,0.002122682900579375,constant,5.0,8,5.0,1.0,128.0,False,True,True,0.04925732890618002,8.0,True,False,0.2430307491962581,COMPLETE
172,172,82.5151976,2024-07-01 21:47:57.679992,2024-07-01 22:03:09.961970,0 days 00:15:12.281978,relu,100.0,0.0039585426919014535,0.99,0.9473900043617258,,0.00034838283781207167,linear,0.5,8,20.0,1.0,256.0,False,False,False,0.0005468523679058353,93.0,True,True,0.4676427792207784,COMPLETE
173,173,126.0100132,2024-07-01 21:56:07.601914,2024-07-01 22:14:01.317407,0 days 00:17:53.715493,relu,100.0,0.0028414112952908368,0.95,0.9443356100063601,,0.018317499001082777,linear,0.5,6,20.0,2.0,256.0,False,False,False,0.0038169333731373372,54.0,True,True,0.13197777805837052,COMPLETE
174,174,60.53697960000001,2024-07-01 22:03:10.017678,2024-07-01 22:20:34.625712,0 days 00:17:24.608034,relu,100.0,0.016228875361564497,0.9,0.934122724937209,,0.0015719693509601432,linear,1.0,8,50.0,2.0,256.0,False,False,False,0.001818958411515053,64.0,True,True,0.40265642781087196,COMPLETE
175,175,12.474039,2024-07-01 22:03:11.346254,2024-07-01 22:17:47.203878,0 days 00:14:35.857624,tanh,50.0,0.029151721322940444,0.9,0.9314812517419438,,0.0025882885046354513,linear,0.5,8,20.0,1.0,256.0,False,False,False,0.0013472780637513399,65.0,True,False,0.5264467242580148,COMPLETE
176,176,273.4045894,2024-07-01 22:14:01.375259,2024-07-01 22:27:40.968573,0 days 00:13:39.593314,tanh,100.0,1.571426968224339e-05,0.98,0.9909007579010908,,0.18613465429510512,constant,0.9,6,50.0,1.0,128.0,False,True,False,0.013881513450170722,10.0,True,False,0.7192470511270481,COMPLETE
177,177,257.45876699999997,2024-07-01 22:17:47.246541,2024-07-01 22:35:22.307921,0 days 00:17:35.061380,tanh,50.0,0.007862826766485203,1.0,0.9415173026451024,,0.015633717268012787,linear,0.5,8,20.0,1.0,256.0,False,False,True,0.0015316713450502486,99.0,True,True,0.6354622294347448,COMPLETE
178,178,72.6251052,2024-07-01 22:20:34.686090,2024-07-01 22:40:47.957632,0 days 00:20:13.271542,elu,100.0,6.0422148985050776e-05,0.8,0.9760236632391807,,3.6615190345148464e-05,constant,1.0,8,5.0,2.0,8.0,False,False,True,0.003003645578427112,46.0,True,False,0.8558049606270864,COMPLETE
179,179,7.6,2024-07-01 22:27:41.025525,2024-07-01 22:41:08.537950,0 days 00:13:27.512425,tanh,100.0,0.00012256568578942068,0.98,0.9675308000987679,,0.773924464570162,constant,0.9,6,50.0,1.0,128.0,True,True,False,0.031788432012861495,21.0,True,False,0.7683385916059255,COMPLETE
180,180,264.39403899999996,2024-07-01 22:35:22.376218,2024-07-01 22:52:37.057604,0 days 00:17:14.681386,tanh,100.0,3.023414127384566e-06,1.0,0.9830985065199094,,0.1765159287709658,constant,0.9,6,50.0,2.0,128.0,False,True,False,0.03897896567724532,12.0,True,True,0.4202574935881744,COMPLETE
181,181,224.48388100000003,2024-07-01 22:40:48.014089,2024-07-01 22:55:00.430346,0 days 00:14:12.416257,tanh,100.0,2.2447719264619028e-07,0.98,0.9754815110387424,,0.026605581858845078,constant,0.9,6,100.0,2.0,128.0,False,True,False,0.006353756312339127,29.0,True,False,0.6073070761701693,COMPLETE
182,182,177.1610292,2024-07-01 22:41:08.601794,2024-07-01 22:56:10.742172,0 days 00:15:02.140378,leaky_relu,50.0,6.125963087702804e-06,1.0,0.9397974315213687,,0.0009880913559723063,constant,0.9,8,50.0,2.0,512.0,True,False,True,0.0023806962846369835,32.0,True,False,0.6482804911304652,COMPLETE
183,183,289.3680304,2024-07-01 22:52:37.107388,2024-07-01 23:10:15.785621,0 days 00:17:38.678233,tanh,50.0,0.001227569071296952,0.99,0.918405660435542,,0.0016742134928240079,linear,0.7,8,20.0,1.0,512.0,False,False,False,0.00030690594484326423,68.0,True,True,0.7547189640412766,COMPLETE
184,184,295.1730226,2024-07-01 22:55:00.486614,2024-07-01 23:08:53.458889,0 days 00:13:52.972275,tanh,5.0,0.074677684401767,0.9,0.9966604122209195,,0.01083657877960057,constant,0.3,8,50.0,1.0,128.0,False,True,True,0.09637935697961249,1.0,True,False,0.02418924943625387,COMPLETE
185,185,153.91096539999998,2024-07-01 22:56:10.806830,2024-07-01 23:13:54.197138,0 days 00:17:43.390308,relu,10.0,0.008745894581276729,0.9,0.9255371220871232,,0.007214228197157476,constant,0.5,8,20.0,1.0,256.0,False,False,False,0.00046980273975172533,35.0,True,True,0.21899536758501784,COMPLETE
186,186,8.908641800000002,2024-07-01 23:08:53.500563,2024-07-01 23:22:18.922971,0 days 00:13:25.422408,tanh,5.0,0.004920391386062046,0.9,0.995107024574384,,0.3482677103665308,constant,0.3,8,50.0,1.0,128.0,False,True,True,0.03492208964496838,28.0,True,False,0.08275418246900193,COMPLETE
187,187,266.8369076,2024-07-01 23:10:15.848219,2024-07-01 23:27:46.074843,0 days 00:17:30.226624,tanh,50.0,0.001780483927208133,0.98,0.9194921181919399,,0.0005287216253820223,linear,0.7,8,20.0,1.0,512.0,False,False,False,0.00014330996806082594,52.0,True,True,0.5736147961924029,COMPLETE
188,188,174.6975844,2024-07-01 23:13:54.242754,2024-07-01 23:28:20.259650,0 days 00:14:26.016896,tanh,5.0,0.0039992064575770855,0.9,0.9843883235912404,,0.07528161798573632,constant,0.3,6,20.0,1.0,128.0,False,True,True,0.09239820215958654,11.0,True,False,0.16058509678139224,COMPLETE
189,189,89.7187366,2024-07-01 23:22:18.978112,2024-07-01 23:37:41.375028,0 days 00:15:22.396916,tanh,50.0,0.015410893277284893,0.99,0.9227649458443277,,0.0003482471035414891,linear,0.7,8,50.0,1.0,512.0,False,False,False,0.0011593199727459537,59.0,True,True,0.5840187559729507,COMPLETE
190,190,277.432913,2024-07-01 23:27:46.133440,2024-07-01 23:41:43.891862,0 days 00:13:57.758422,elu,10.0,0.00024028748290955091,0.98,0.9955032783709693,,0.014784702504681536,constant,0.9,8,50.0,2.0,8.0,False,False,True,0.08604418639722625,17.0,True,False,0.5448341436745605,COMPLETE
191,191,287.64860860000005,2024-07-01 23:28:20.321623,2024-07-01 23:45:57.482155,0 days 00:17:37.160532,elu,10.0,2.0716896778771982e-05,0.92,0.9142607782304664,,0.0021842090427449303,linear,0.7,8,20.0,1.0,512.0,False,False,False,0.00040617603919676303,80.0,True,True,0.9145677135686798,COMPLETE
192,192,270.87521060000006,2024-07-01 23:37:41.437258,2024-07-01 23:54:57.389479,0 days 00:17:15.952221,elu,100.0,0.015029414584137101,0.9,0.9511311619366957,,0.03151218685890591,linear,0.7,8,20.0,1.0,128.0,False,False,False,0.00047588933645555874,71.0,True,True,0.22512679990232407,COMPLETE
193,193,199.22631719999998,2024-07-01 23:41:43.949905,2024-07-01 23:56:21.665663,0 days 00:14:37.715758,elu,50.0,0.005044384571469272,1.0,0.9687495974952159,,0.011392313429669855,constant,0.5,8,50.0,3.0,8.0,True,True,True,0.05106350871375259,16.0,True,False,0.39487019863193656,COMPLETE
194,194,118.19902139999999,2024-07-01 23:45:57.540908,2024-07-02 00:00:32.091418,0 days 00:14:34.550510,tanh,50.0,8.259463119373026e-05,0.95,0.952617311953638,,0.0741462145160977,linear,0.7,6,50.0,1.0,64.0,False,False,False,0.00044543570484521734,94.0,True,True,0.6002051183477128,COMPLETE
195,195,10.6148,2024-07-01 23:54:57.454989,2024-07-02 00:16:08.016019,0 days 00:21:10.561030,elu,10.0,1.6419459942371874e-05,0.92,0.9260783951526199,,0.017429556744414702,linear,0.7,8,5.0,1.0,512.0,False,False,False,0.0002594008745461833,60.0,True,True,0.8792540411346149,COMPLETE
196,196,50.9567288,2024-07-01 23:56:21.711685,2024-07-02 00:12:45.309341,0 days 00:16:23.597656,elu,10.0,6.726147362542747e-05,1.0,0.9037951755377369,,0.03774105024085531,linear,0.7,8,20.0,1.0,512.0,False,False,False,0.0001498720922682046,90.0,True,True,0.934822395711168,COMPLETE
197,197,249.10310259999997,2024-07-02 00:00:32.146747,2024-07-02 00:14:31.122684,0 days 00:13:58.975937,elu,5.0,5.2615994406093103e-05,0.92,0.9007782499016401,,0.0017972125926111883,linear,0.7,8,200.0,1.0,32.0,False,False,False,0.0022875956174566465,79.0,True,True,0.7522050137884244,COMPLETE
198,198,279.3634114,2024-07-02 00:12:45.355306,2024-07-02 00:28:07.227650,0 days 00:15:21.872344,relu,50.0,0.0906381805208464,0.95,0.9243524112376461,,0.10114618285246631,linear,0.5,6,20.0,1.0,64.0,False,False,False,0.01102967088332229,94.0,True,True,0.6684685971622235,COMPLETE
199,199,263.54209299999997,2024-07-02 00:14:31.183325,2024-07-02 00:33:19.892464,0 days 00:18:48.709139,elu,10.0,2.4517341603344527e-06,0.92,0.9100220677743561,,0.00012133544443807037,linear,0.7,8,20.0,2.0,512.0,False,False,False,9.474199189233544e-05,63.0,True,True,0.6483818707049904,COMPLETE
200,200,232.1714238,2024-07-02 00:16:08.066111,2024-07-02 00:30:53.282882,0 days 00:14:45.216771,elu,10.0,0.0001279090745201744,0.98,0.9829990474359875,,0.001908206882170252,constant,5.0,8,50.0,2.0,256.0,False,False,True,0.013226051561826982,24.0,True,False,0.6187904256420635,COMPLETE
201,201,178.4561312,2024-07-02 00:28:07.276649,2024-07-02 00:41:09.423537,0 days 00:13:02.146888,elu,10.0,9.74888016807351e-06,0.98,0.9680519370330318,,0.017404870419257538,constant,0.9,8,50.0,1.0,8.0,False,False,True,0.05717923730495235,11.0,True,False,0.7773011290129028,COMPLETE
202,202,8.6,2024-07-02 00:30:53.332101,2024-07-02 00:40:07.163024,0 days 00:09:13.830923,relu,50.0,0.06648955573099088,0.95,0.9261302301186799,,0.043252249951747715,linear,0.5,6,10.0,2.0,64.0,False,False,False,0.002799783972587509,90.0,True,False,0.5627374644433798,PRUNED
203,203,59.37815020000001,2024-07-02 00:33:19.938915,2024-07-02 00:49:45.159833,0 days 00:16:25.220918,relu,50.0,0.002274524599682775,0.95,0.9197425221933347,,0.015032680873738902,linear,0.3,6,20.0,1.0,64.0,False,False,True,0.0076991785101537084,91.0,True,True,0.43294256786313823,COMPLETE
204,204,9.6,2024-07-02 00:40:07.213132,2024-07-02 00:57:35.738667,0 days 00:17:28.525535,elu,10.0,0.00016818169123661137,0.98,0.9860607786682687,,0.0072731931642942595,constant,0.9,8,10.0,3.0,8.0,False,False,True,0.030680135510416703,20.0,True,False,0.5197649263437275,COMPLETE
205,205,218.9708524,2024-07-02 00:41:09.482421,2024-07-02 00:57:49.879039,0 days 00:16:40.396618,elu,5.0,8.933657262982728e-06,0.9,0.9198241797617882,,5.9878255749723765e-05,linear,5.0,8,20.0,1.0,512.0,False,False,False,0.0010100840859806857,89.0,True,True,0.8371238278427809,COMPLETE
206,206,272.03118379999995,2024-07-02 00:49:45.209467,2024-07-02 01:03:46.554880,0 days 00:14:01.345413,tanh,10.0,4.54369471011231e-05,0.98,0.9770822663754976,,0.02554819952637245,constant,0.3,8,50.0,2.0,8.0,True,False,True,0.07013015844883856,31.0,True,False,0.4586459178107528,COMPLETE
207,207,267.680412,2024-07-02 00:57:35.787921,2024-07-02 01:12:48.861653,0 days 00:15:13.073732,elu,50.0,7.34846022066747e-06,0.92,0.9454695215591369,,0.00020526915752329037,constant,0.9,8,50.0,2.0,128.0,True,True,True,0.0471782669093399,49.0,True,False,0.6890677783748904,COMPLETE
208,208,261.2091858,2024-07-02 00:57:49.934338,2024-07-02 01:15:29.526731,0 days 00:17:39.592393,tanh,50.0,0.00018128240800829884,0.99,0.9156990991397042,,5.431821879847811e-05,linear,0.7,6,20.0,2.0,512.0,False,False,False,0.0003122544620615831,79.0,True,False,0.8461221235800409,COMPLETE
209,209,12.74,2024-07-02 01:03:46.618987,2024-07-02 01:18:43.704284,0 days 00:14:57.085297,tanh,10.0,0.00011454480090130947,0.98,0.9499395204379595,,0.0001494841832245791,constant,0.3,8,50.0,2.0,8.0,True,False,True,0.0012476347700242792,28.0,True,False,0.5156956511082572,COMPLETE
210,210,262.1615564,2024-07-02 01:12:48.920446,2024-07-02 01:28:34.721744,0 days 00:15:45.801298,tanh,10.0,5.706902268892303e-06,0.99,0.9693742247070127,,0.00977959224560386,constant,0.3,8,50.0,2.0,8.0,True,False,True,0.03938589808388312,51.0,True,False,0.6555313156338778,COMPLETE
211,211,55.619111399999994,2024-07-02 01:15:29.591461,2024-07-02 01:31:56.237613,0 days 00:16:26.646152,elu,10.0,9.334052513993403e-05,0.98,0.9811685699785552,,0.26880173374502936,constant,0.3,6,50.0,3.0,8.0,True,False,True,0.05162718721959244,41.0,True,False,0.6017245949330743,COMPLETE
212,212,11.2147188,2024-07-02 01:18:43.754986,2024-07-02 01:33:25.014293,0 days 00:14:41.259307,tanh,5.0,0.010431834844033231,0.98,0.9986093125873039,,0.0004988740601282506,constant,0.9,8,100.0,1.0,8.0,False,True,False,0.029638546551751063,34.0,True,False,0.1580068406519548,COMPLETE
213,213,8.5,2024-07-02 01:28:34.782004,2024-07-02 01:44:52.497634,0 days 00:16:17.715630,relu,50.0,0.0031839380593599604,0.99,0.9142463357784686,,0.1244547605844392,linear,0.5,6,20.0,1.0,64.0,False,False,False,0.07111644289239342,92.0,False,True,0.5084626399803642,COMPLETE
214,214,48.4740618,2024-07-02 01:31:56.307499,2024-07-02 01:48:02.877230,0 days 00:16:06.569731,relu,50.0,0.09172438662294484,0.98,0.9368259404581296,,0.12201123702878806,linear,0.5,6,20.0,1.0,128.0,False,False,False,0.0038824615597595953,86.0,True,True,0.7277647786543041,COMPLETE
215,215,257.4906876,2024-07-02 01:33:25.066872,2024-07-02 01:47:58.982594,0 days 00:14:33.915722,relu,100.0,0.00945820009213538,0.95,0.9293687954824219,,0.10089515133290831,linear,0.5,6,200.0,1.0,64.0,False,False,False,0.003169974703529854,100.0,True,True,0.7859911126777049,COMPLETE
216,216,262.93591100000003,2024-07-02 01:44:52.554555,2024-07-02 02:01:57.900108,0 days 00:17:05.345553,relu,50.0,0.015722404620892215,0.95,0.9311925062244654,,0.02656156243338259,linear,2.0,6,20.0,1.0,64.0,False,False,False,0.0015982782962955812,84.0,True,True,0.8465348287986793,COMPLETE
217,217,159.02594639999998,2024-07-02 01:47:59.017518,2024-07-02 02:02:35.937307,0 days 00:14:36.919789,tanh,100.0,2.0681248008021526e-05,0.98,0.9787513769096378,,0.09325050587132662,linear,0.9,6,50.0,1.0,128.0,False,True,False,0.02719706386163513,3.0,True,False,0.5863998744139005,COMPLETE
218,218,198.66980759999998,2024-07-02 01:48:02.908064,2024-07-02 02:02:39.992888,0 days 00:14:37.084824,tanh,5.0,0.03493686991925977,1.0,0.9725798326373327,,0.002189950258377766,constant,5.0,8,50.0,1.0,512.0,False,True,False,0.09233663943454389,24.0,True,False,0.2766976209487021,COMPLETE
219,219,3.7,2024-07-02 02:01:57.958545,2024-07-02 02:26:08.441262,0 days 00:24:10.482717,tanh,10.0,3.314200386822705e-05,0.98,0.9986515441916208,,0.7673525400770199,constant,0.3,8,5.0,3.0,512.0,True,False,True,0.017419354097293473,34.0,True,False,0.26555235020799706,COMPLETE
220,220,260.4060556,2024-07-02 02:02:35.992515,2024-07-02 02:15:12.179351,0 days 00:12:36.186836,tanh,5.0,0.008301679374958083,1.0,0.9899711644041777,,0.008437629604228402,linear,5.0,8,50.0,1.0,256.0,False,True,True,0.02296379388691702,17.0,True,False,0.27045679346415186,COMPLETE
221,221,7.0412068,2024-07-02 02:02:40.027609,2024-07-02 02:17:55.958150,0 days 00:15:15.930541,relu,100.0,0.015364774051135437,0.8,0.9184788743768706,,0.08406975531255113,linear,0.5,8,20.0,1.0,16.0,False,False,False,0.0007345729834364308,63.0,True,True,0.24890918568171716,COMPLETE
222,222,265.03029640000005,2024-07-02 02:15:12.223188,2024-07-02 02:27:00.250941,0 days 00:11:48.027753,relu,10.0,9.536752947414902e-05,0.98,0.9856617209802963,,0.02576923496914229,constant,0.3,8,50.0,1.0,8.0,True,False,True,0.06982785966297533,30.0,True,False,0.35207789595883243,COMPLETE
223,223,235.07412779999999,2024-07-02 02:17:56.014516,2024-07-02 02:34:49.101001,0 days 00:16:53.086485,relu,50.0,0.049577837342306606,0.95,0.9208526666414302,,0.09976205719248225,linear,0.5,6,20.0,2.0,64.0,False,True,False,0.059767255622989526,92.0,True,True,0.6609109465168771,COMPLETE
224,224,173.6235088,2024-07-02 02:26:08.501301,2024-07-02 02:40:37.216890,0 days 00:14:28.715589,relu,100.0,0.00010199094499846455,0.98,0.9786171049926364,,0.008226931389955592,constant,0.5,8,50.0,2.0,256.0,False,False,True,0.06055448571397425,19.0,True,False,0.37202226228980234,COMPLETE
225,225,265.9533814,2024-07-02 02:27:00.308770,2024-07-02 02:45:59.630241,0 days 00:18:59.321471,tanh,50.0,0.020759197900346773,0.9,0.9464954242071455,,0.006706002404550159,constant,0.5,8,20.0,2.0,128.0,False,False,False,8.928243582346033e-05,92.0,True,True,0.3311319826344935,COMPLETE
226,226,7.4,2024-07-02 02:34:49.158734,2024-07-02 02:48:20.413779,0 days 00:13:31.255045,tanh,100.0,2.177804247685381e-05,0.98,0.9896392539722592,,0.0638861913200637,constant,0.9,6,50.0,1.0,128.0,False,True,False,0.0003226925193555633,10.0,False,False,0.9377051641962,COMPLETE
227,227,69.209721,2024-07-02 02:40:37.281902,2024-07-02 02:57:00.110908,0 days 00:16:22.829006,elu,50.0,0.016919443335558667,0.95,0.9495493766458559,,0.18239100312599343,linear,0.5,6,20.0,1.0,64.0,False,False,False,0.018209255780575907,81.0,True,True,0.537307353416587,COMPLETE
228,228,196.6042776,2024-07-02 02:45:59.687450,2024-07-02 03:01:09.860088,0 days 00:15:10.172638,leaky_relu,10.0,0.002989333950094001,1.0,0.9870393933073572,,0.0022367122302242638,linear,2.0,8,100.0,2.0,512.0,True,True,False,0.020494563965717038,65.0,True,False,0.10609653182950723,COMPLETE
229,229,247.366104,2024-07-02 02:48:20.474141,2024-07-02 03:04:57.813707,0 days 00:16:37.339566,tanh,5.0,0.025204112788449102,0.9,0.9592959817871297,,0.01729029570671189,constant,0.9,8,50.0,1.0,512.0,False,True,True,0.06421540097530612,18.0,True,True,0.6055895323522316,COMPLETE
230,230,4.9075,2024-07-02 02:57:00.164846,2024-07-02 03:13:24.803158,0 days 00:16:24.638312,tanh,10.0,3.483856189426497e-06,0.98,0.9681098376607189,,0.07943211680702947,constant,2.0,8,20.0,2.0,8.0,True,False,True,0.011146263715059062,11.0,True,False,0.5231805379999114,COMPLETE
231,231,12.4225944,2024-07-02 03:01:10.390660,2024-07-02 03:16:33.450897,0 days 00:15:23.060237,tanh,5.0,0.0782733868949422,1.0,0.9560859522253637,,0.0017699995438184546,linear,0.9,8,50.0,1.0,128.0,False,True,True,0.010369851432381406,47.0,True,False,0.35565066947319496,COMPLETE
232,232,12.872490199999998,2024-07-02 03:04:57.869203,2024-07-02 03:20:03.329906,0 days 00:15:05.460703,relu,100.0,2.1746522265804626e-06,0.8,0.961249402502514,,0.0004253978256932679,constant,0.9,8,50.0,1.0,128.0,False,False,True,0.08218958221819404,46.0,True,False,0.861539502542729,COMPLETE
233,233,55.305004999999994,2024-07-02 03:13:24.870746,2024-07-02 03:27:54.764178,0 days 00:14:29.893432,tanh,100.0,1.3168918527766813e-06,0.9,0.9856342262300148,,0.4203471593371126,constant,0.9,6,50.0,1.0,32.0,False,True,False,0.005713091485696651,30.0,True,False,0.5932513666426241,COMPLETE
234,234,6.6,2024-07-02 03:16:33.504112,2024-07-02 03:33:41.978989,0 days 00:17:08.474877,tanh,100.0,0.000523741048088789,0.98,0.9920692124368957,,0.19990918942019176,constant,2.0,6,10.0,1.0,128.0,False,True,False,0.0418271576127584,23.0,True,False,0.8520900765186634,COMPLETE
235,235,254.9594222,2024-07-02 03:20:03.396719,2024-07-02 03:34:48.487106,0 days 00:14:45.090387,tanh,5.0,7.204133773576665e-05,0.98,0.9946316277994491,,0.007362010937788642,constant,0.9,8,50.0,1.0,128.0,False,True,True,0.041377296706258705,8.0,True,False,0.4114494294211546,COMPLETE
236,236,272.275536,2024-07-02 03:27:54.819608,2024-07-02 03:44:25.256350,0 days 00:16:30.436742,tanh,50.0,4.399855023341432e-05,0.99,0.9369067443251534,,0.0012980780361332624,linear,0.7,8,20.0,1.0,32.0,False,False,False,0.00021251197024310133,85.0,True,True,0.8361397078634886,COMPLETE
237,237,79.755797,2024-07-02 03:33:42.028579,2024-07-02 03:50:42.297225,0 days 00:17:00.268646,elu,100.0,5.5694343314598456e-05,0.9,0.96214786213398,,0.02526476777203362,linear,0.7,8,20.0,1.0,128.0,False,False,False,0.00023107506475983713,68.0,True,True,0.3569962200120112,COMPLETE
238,238,5.4,2024-07-02 03:34:48.529819,2024-07-02 03:51:39.360344,0 days 00:16:50.830525,elu,100.0,0.00010040296944820352,0.9,0.9494943222537295,,0.1747810046520209,linear,0.7,8,20.0,1.0,128.0,False,False,False,0.0033902904628521136,71.0,True,True,0.03127161110829613,COMPLETE
239,239,270.5384628,2024-07-02 03:44:25.310119,2024-07-02 03:59:49.030748,0 days 00:15:23.720629,relu,10.0,0.08448569976398915,1.0,0.9993975513285878,,0.04423132519761442,linear,2.0,8,100.0,2.0,512.0,False,True,False,0.002754157848849218,40.0,True,False,0.25901131334538413,COMPLETE
240,240,272.97426800000005,2024-07-02 03:50:42.367486,2024-07-02 04:07:19.674634,0 days 00:16:37.307148,tanh,100.0,1.9289227995264996e-05,0.99,0.9407863479924256,,0.0026834183288415568,linear,0.7,8,20.0,1.0,32.0,False,False,False,0.00014290389755053202,69.0,True,True,0.9300736327028277,COMPLETE
241,241,132.49489479999997,2024-07-02 03:51:39.428544,2024-07-02 04:07:55.839138,0 days 00:16:16.410594,tanh,50.0,0.0002886766040298167,0.99,0.9406642395722753,,1.776477899067934e-05,linear,0.7,8,20.0,1.0,32.0,False,False,False,0.0009311832010030852,97.0,True,True,0.8218728564307185,COMPLETE
242,242,61.1373734,2024-07-02 03:59:49.083153,2024-07-02 04:16:10.349031,0 days 00:16:21.265878,tanh,10.0,7.718042542949884e-05,0.99,0.9316596624933046,,5.803125300341581e-05,constant,0.7,8,20.0,1.0,32.0,False,False,False,2.7430534927914776e-05,53.0,True,True,0.9269846285278768,COMPLETE
243,243,215.2473892,2024-07-02 04:07:19.733665,2024-07-02 04:23:55.129894,0 days 00:16:35.396229,tanh,50.0,3.5652823457784764e-06,0.99,0.9206821236358295,,0.0003953287196309159,linear,0.7,8,20.0,1.0,32.0,False,False,False,0.0011482091700333698,91.0,True,True,0.6531758168241325,COMPLETE
244,244,113.8288696,2024-07-02 04:07:55.901165,2024-07-02 04:23:53.466855,0 days 00:15:57.565690,tanh,100.0,1.1990651358982197e-07,0.99,0.9437192567878205,,0.0005077268013084479,linear,0.7,8,20.0,1.0,8.0,False,False,False,0.0006466416011647262,68.0,True,True,0.6704556858529256,COMPLETE
245,245,164.9818902,2024-07-02 04:16:10.414099,2024-07-02 04:32:25.489363,0 days 00:16:15.075264,tanh,5.0,0.006965931881009392,1.0,0.972393000965393,,0.0014046891606470974,constant,0.9,6,50.0,1.0,16.0,False,True,True,0.003136910330781141,8.0,True,True,0.2995624027931745,COMPLETE
246,246,51.6515002,2024-07-02 04:23:53.522442,2024-07-02 04:39:11.117805,0 days 00:15:17.595363,tanh,10.0,0.00018336644647672825,0.98,0.9888953574151268,,0.04075668221425532,constant,0.9,8,50.0,1.0,64.0,True,True,False,0.0013517940584192622,11.0,True,False,0.15042570758290896,COMPLETE
247,247,253.5355168,2024-07-02 04:23:55.166141,2024-07-02 04:39:18.465171,0 days 00:15:23.299030,tanh,5.0,0.008626438941751878,0.9,0.9622100342110299,,0.0006985116337136481,constant,0.3,8,50.0,1.0,512.0,True,True,True,0.024859806262966872,2.0,True,False,0.1759421643760082,COMPLETE
248,248,10.4654162,2024-07-02 04:32:25.546939,2024-07-02 04:46:54.325343,0 days 00:14:28.778404,tanh,100.0,0.0030422652258639458,0.95,0.9583378503778982,,0.012406329504012263,constant,0.3,8,50.0,1.0,128.0,False,True,True,0.045479050876916546,19.0,False,False,0.013453964961361227,COMPLETE
249,249,80.0081154,2024-07-02 04:39:11.182439,2024-07-02 04:55:17.753026,0 days 00:16:06.570587,tanh,100.0,0.032929335681786,0.9,0.9427897403116197,,0.05247050455816164,linear,0.5,8,20.0,1.0,64.0,True,False,False,0.000652842047252523,58.0,True,True,0.006765308977973866,COMPLETE
250,250,52.0792752,2024-07-02 04:39:18.519909,2024-07-02 04:55:31.866323,0 days 00:16:13.346414,relu,10.0,3.7230931854057965e-07,0.98,0.9543911131699742,,0.007705630909890048,constant,0.9,8,50.0,3.0,256.0,False,False,True,0.026007300166103794,9.0,True,False,0.06587830368318875,COMPLETE
251,251,7.3,2024-07-02 04:46:54.384122,2024-07-02 05:06:28.248981,0 days 00:19:33.864859,tanh,100.0,3.9762101599567684e-05,0.99,0.9497628832174638,,0.013872365516035007,linear,0.7,8,5.0,1.0,32.0,False,False,False,1.0171039777286779e-05,57.0,True,True,0.8790141403018932,COMPLETE
