,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_clip_obs,params_ent_coef,params_gae_lambda,params_gamma,params_initialization_strategy,params_learning_rate,params_lr_schedule,params_max_grad_norm,params_max_ingredients,params_n_steps,params_net_arch_depth,params_net_arch_width,params_norm_reward,params_normalize_advantage,params_ortho_init,params_rms_prop_eps,params_sde_sample_freq,params_use_rms_prop,params_use_sde,params_vf_coef,state
340,340,6.3,2024-07-02 12:31:22.550913,2024-07-02 12:47:22.230845,0 days 00:15:59.679932,leaky_relu,10.0,0.010669014300497978,1.0,0.9947768129551282,,0.12659105858293868,linear,0.7,8,100.0,3.0,512.0,False,False,False,0.009010408815826772,36.0,False,False,0.0782955509973261,COMPLETE
341,341,214.1348976,2024-07-02 12:45:13.762017,2024-07-02 13:01:16.513761,0 days 00:16:02.751744,tanh,50.0,6.820132889701931e-06,0.99,0.9363701453357836,,0.0004296365776817836,linear,0.7,8,200.0,1.0,512.0,False,True,False,0.00015366106694420027,76.0,True,True,0.6440621934801024,COMPLETE
342,342,271.70606399999997,2024-07-02 12:45:25.447011,2024-07-02 12:58:57.650086,0 days 00:13:32.203075,tanh,50.0,0.002127734126293045,0.99,0.978447529790137,,0.03378407318618539,constant,0.3,8,200.0,1.0,8.0,True,False,True,0.04847641743412222,14.0,True,False,0.5255879019970358,COMPLETE
343,343,167.8002676,2024-07-02 12:47:22.280155,2024-07-02 13:04:41.943890,0 days 00:17:19.663735,elu,10.0,3.655260912177201e-05,0.92,0.9415893829451312,,0.0015625492689419892,linear,0.7,8,20.0,1.0,16.0,False,False,False,0.0037889795833632705,57.0,True,True,0.9156192652976258,COMPLETE
344,344,53.5620592,2024-07-02 12:58:57.715058,2024-07-02 13:13:51.947302,0 days 00:14:54.232244,tanh,100.0,0.0005476133748535042,0.98,0.9957996008341621,,0.3415575686029866,constant,0.9,6,20.0,1.0,512.0,False,True,False,0.086587800184002,39.0,True,False,0.9617612468094232,COMPLETE
345,345,213.827201,2024-07-02 13:01:16.573503,2024-07-02 13:17:34.866083,0 days 00:16:18.292580,tanh,10.0,3.2777033278277874e-05,0.98,0.9978362328581163,,0.04363184266470912,constant,0.3,8,200.0,3.0,8.0,False,False,True,0.020232588491174097,22.0,True,True,0.5091973154160275,COMPLETE
346,346,13.1,2024-07-02 13:04:41.999276,2024-07-02 13:21:44.618256,0 days 00:17:02.618980,elu,10.0,3.0354417423696634e-07,0.92,0.9162092765002036,,0.00020218800048601114,linear,0.7,8,20.0,1.0,512.0,False,False,True,0.001874509055521939,95.0,True,True,0.9766977044041572,COMPLETE
347,347,8.2,2024-07-02 13:13:52.023189,2024-07-02 13:32:14.896639,0 days 00:18:22.873450,tanh,5.0,0.011825966951409077,0.9,0.9653272397608567,,0.003859194586657829,constant,0.5,8,10.0,1.0,128.0,False,True,True,0.07550374759183218,18.0,True,True,0.143597417692148,COMPLETE
348,348,164.36258500000002,2024-07-02 13:17:34.924895,2024-07-02 13:31:21.962402,0 days 00:13:47.037507,elu,5.0,0.06504925981549789,0.9,0.9916829910875476,,0.0034039364338823955,constant,0.3,8,50.0,1.0,128.0,False,False,True,0.0172182099912885,10.0,True,False,0.1582514928351596,COMPLETE
349,349,201.6487376,2024-07-02 13:21:44.661912,2024-07-02 13:37:08.469393,0 days 00:15:23.807481,tanh,100.0,0.018921482653059117,1.0,0.9713641737601708,,0.00013474834799070918,constant,5.0,8,20.0,1.0,128.0,False,True,True,0.0746019433872149,5.0,False,False,0.01888560377908044,COMPLETE
350,350,253.4714046,2024-07-02 13:31:22.022133,2024-07-02 13:46:28.493075,0 days 00:15:06.470942,leaky_relu,5.0,0.04658168233668243,0.98,0.9987835270060029,,0.07630759841041111,constant,0.9,8,50.0,1.0,128.0,False,True,False,0.007963603453028462,13.0,True,False,0.3540249763003871,COMPLETE
351,351,7.1,2024-07-02 13:32:14.961540,2024-07-02 13:48:48.228512,0 days 00:16:33.266972,leaky_relu,10.0,0.025997017230023123,0.8,0.9966012837217706,,0.01596193644460852,constant,2.0,8,100.0,2.0,512.0,False,True,False,0.001525819763605485,37.0,True,False,0.2550048684233252,COMPLETE
352,352,262.49517360000004,2024-07-02 13:37:08.533581,2024-07-02 13:51:42.111700,0 days 00:14:33.578119,elu,100.0,8.392705126830296e-08,0.8,0.9588863864059237,,0.0006858030402157269,constant,0.9,8,200.0,1.0,32.0,False,False,True,0.03924259480035048,51.0,True,False,0.5301717502267009,COMPLETE
353,353,263.3428032,2024-07-02 13:46:28.550716,2024-07-02 14:00:45.458288,0 days 00:14:16.907572,elu,10.0,0.03176564765737091,0.98,0.9892598283139356,,0.11995967822743897,linear,0.9,8,50.0,2.0,16.0,False,False,True,0.057397349620691915,18.0,True,False,0.49245428491732923,COMPLETE
354,354,71.711498,2024-07-02 13:48:48.287532,2024-07-02 14:09:13.742105,0 days 00:20:25.454573,tanh,50.0,0.00016072142034573048,0.99,0.9280348226758162,,0.0016703884464083017,linear,0.7,8,10.0,2.0,128.0,False,False,False,0.00014540422654915025,76.0,True,True,0.7843218834069143,COMPLETE
355,355,233.9954972,2024-07-02 13:51:42.163313,2024-07-02 14:07:34.906177,0 days 00:15:52.742864,tanh,100.0,0.000210980729198375,1.0,0.9896491697078935,,0.003008142738097309,constant,0.9,8,50.0,2.0,8.0,False,False,True,0.009665822217694584,6.0,True,True,0.30699173810654057,COMPLETE
356,356,274.4543648,2024-07-02 14:00:45.510217,2024-07-02 14:15:13.935099,0 days 00:14:28.424882,leaky_relu,10.0,0.06845914382028677,0.8,0.9718374478482189,,0.002494209726783965,constant,0.9,8,50.0,2.0,128.0,False,True,True,0.032675028602623626,25.0,True,False,0.33832887676231527,COMPLETE
357,357,105.7550548,2024-07-02 14:07:34.960199,2024-07-02 14:25:46.051956,0 days 00:18:11.091757,leaky_relu,50.0,1.477769977782667e-06,0.99,0.9114943603945327,,0.0005076817303471003,linear,0.7,8,20.0,1.0,512.0,False,True,False,9.082791113750163e-05,91.0,True,True,0.9176080034522762,COMPLETE
358,358,52.9754004,2024-07-02 14:09:13.808381,2024-07-02 14:24:10.254617,0 days 00:14:56.446236,tanh,5.0,0.020058148637471917,1.0,0.9686085725872008,,0.09623138526121833,constant,5.0,6,50.0,1.0,128.0,False,True,True,0.09116774380912117,35.0,False,False,0.02988528007935759,COMPLETE
359,359,209.6005038,2024-07-02 14:15:14.003105,2024-07-02 14:29:33.963291,0 days 00:14:19.960186,leaky_relu,100.0,6.52126014756035e-05,0.99,0.9834435937286027,,0.07737855049087816,constant,0.9,6,50.0,1.0,128.0,False,True,False,0.03351742529949324,8.0,True,False,0.9055168661823397,COMPLETE
360,360,12.454474399999999,2024-07-02 14:24:10.344022,2024-07-02 14:41:00.821216,0 days 00:16:50.477194,elu,50.0,5.039452765814801e-06,1.0,0.9653931116419541,,6.686584283572042e-05,constant,0.9,8,50.0,3.0,8.0,True,False,True,0.01091061144480141,75.0,True,True,0.6192816836090461,COMPLETE
361,361,97.2393572,2024-07-02 14:25:46.104726,2024-07-02 14:41:49.755908,0 days 00:16:03.651182,tanh,10.0,0.025986081634399492,0.98,0.9622689443012387,,0.022255979547664496,constant,0.3,8,200.0,2.0,8.0,True,False,True,0.0197145213269331,9.0,False,True,0.6232596342111995,COMPLETE
362,362,15.4657942,2024-07-02 14:29:34.019556,2024-07-02 14:44:56.197262,0 days 00:15:22.177706,tanh,100.0,0.0003097938732430882,0.95,0.986738405855555,,0.435107584841774,constant,0.9,6,50.0,2.0,128.0,False,True,True,0.010801437427120166,16.0,True,False,0.7324853439875051,COMPLETE
363,363,199.8983976,2024-07-02 14:41:00.881724,2024-07-02 14:57:38.485941,0 days 00:16:37.604217,relu,5.0,0.00431677802155746,0.92,0.9020126329069429,,0.10664415472315444,linear,0.5,6,20.0,1.0,256.0,False,False,False,0.043049788278852474,91.0,True,True,0.5709543743848859,COMPLETE
364,364,67.88006879999999,2024-07-02 14:41:49.817935,2024-07-02 14:58:33.407317,0 days 00:16:43.589382,tanh,10.0,0.005108539348585295,0.92,0.9268453445604578,,0.0008901929195202531,linear,0.7,8,20.0,1.0,512.0,False,True,False,0.0007566250939563903,87.0,True,True,0.7176552065701831,COMPLETE
365,365,275.7108858,2024-07-02 14:44:56.247473,2024-07-02 14:58:33.640303,0 days 00:13:37.392830,tanh,5.0,0.032698863548252376,0.98,0.9946636740404095,,0.0034537540991586195,constant,0.3,8,50.0,1.0,128.0,False,True,True,0.04582177865818655,2.0,True,False,0.01236241152230525,COMPLETE
366,366,10.5,2024-07-02 14:57:38.539061,2024-07-02 15:13:58.976721,0 days 00:16:20.437660,leaky_relu,10.0,0.0016242782244120157,0.8,0.9538284523620928,,0.004964035770362088,constant,0.9,8,50.0,3.0,128.0,False,True,True,0.0040615855031498425,8.0,True,False,0.4284631087205223,COMPLETE
367,367,209.6030106,2024-07-02 14:58:33.469405,2024-07-02 15:13:56.597986,0 days 00:15:23.128581,leaky_relu,10.0,0.026317557934575884,0.98,0.9700245077754709,,0.03246178694189309,linear,0.9,8,100.0,2.0,512.0,False,True,False,0.0016355368030485239,55.0,True,False,0.5221042337016801,COMPLETE
368,368,218.8755984,2024-07-02 14:58:33.670768,2024-07-02 15:13:57.713573,0 days 00:15:24.042805,leaky_relu,10.0,0.010758709421152129,0.8,0.9947125306552272,,0.0011631139105076627,constant,0.9,8,50.0,2.0,128.0,False,True,True,0.01520744159661985,24.0,True,False,0.7540527490847511,COMPLETE
369,369,7.2,2024-07-02 15:13:56.656136,2024-07-02 15:31:06.271550,0 days 00:17:09.615414,leaky_relu,10.0,0.0009628411708790434,0.98,0.9713496670488855,,0.0009022799180222336,constant,0.9,8,10.0,2.0,16.0,False,True,True,0.03608922286127394,32.0,True,False,0.19301504338982614,COMPLETE
370,370,278.2823918,2024-07-02 15:13:57.746625,2024-07-02 15:29:12.497097,0 days 00:15:14.750472,tanh,5.0,0.007955368793867655,0.98,0.9819809002786435,,0.08026475276690764,constant,0.3,8,50.0,2.0,8.0,False,True,True,0.021121370908721907,13.0,True,False,0.1348060861445257,COMPLETE
371,371,12.937947,2024-07-02 15:13:58.998169,2024-07-02 15:30:00.657218,0 days 00:16:01.659049,elu,5.0,0.017534726762049917,0.98,0.9920511870765183,,0.002693346461874728,constant,0.3,8,50.0,2.0,128.0,False,True,True,0.0627811119097521,6.0,True,False,0.04465118751423515,COMPLETE
372,372,272.2792194,2024-07-02 15:29:12.542135,2024-07-02 15:43:56.177350,0 days 00:14:43.635215,tanh,5.0,0.03948797848980963,0.98,0.9581690369820447,,0.007385146016905163,constant,0.3,8,50.0,2.0,8.0,False,True,True,0.007231473541941136,19.0,True,False,0.13986577405185993,COMPLETE
373,373,165.69631859999998,2024-07-02 15:30:00.723976,2024-07-02 15:44:38.500939,0 days 00:14:37.776963,tanh,5.0,0.06724991740631826,0.92,0.9667764755686228,,0.007976981795730621,constant,0.3,8,50.0,1.0,128.0,False,True,False,0.0842562669960222,6.0,True,False,0.17418474005910276,COMPLETE
374,374,233.80713339999997,2024-07-02 15:31:06.327745,2024-07-02 15:49:50.765754,0 days 00:18:44.438009,tanh,5.0,0.026499943823175543,1.0,0.9979869536578672,,0.004468335541420453,constant,0.9,8,50.0,2.0,128.0,False,True,True,0.001618490172720627,5.0,True,True,0.5698601692210741,COMPLETE
375,375,3.3,2024-07-02 15:43:56.230269,2024-07-02 15:58:39.359109,0 days 00:14:43.128840,tanh,5.0,0.0003910343207497666,0.95,0.9987629401283397,,0.47662620857643895,constant,5.0,8,50.0,2.0,128.0,False,True,False,0.022469853077481155,36.0,True,False,0.3453514431320079,COMPLETE
376,376,257.0341796,2024-07-02 15:44:38.566841,2024-07-02 16:01:47.413409,0 days 00:17:08.846568,elu,50.0,0.008276027098334094,0.99,0.9256422109733702,,0.028018736073944055,linear,0.3,8,20.0,1.0,128.0,False,False,False,0.0002992285351290857,48.0,True,True,0.5984556274632346,COMPLETE
377,377,224.47957419999997,2024-07-02 15:49:50.815518,2024-07-02 16:05:43.595287,0 days 00:15:52.779769,tanh,50.0,0.005607242618728653,0.98,0.9858641717722273,,0.8070149220815824,constant,0.5,8,50.0,2.0,512.0,False,True,True,0.03191925404040498,6.0,True,False,0.3963671370143873,COMPLETE
378,378,257.010922,2024-07-02 15:58:39.413405,2024-07-02 16:12:07.888289,0 days 00:13:28.474884,leaky_relu,5.0,0.0010493410937649108,0.98,0.9720755137802881,,0.01709964478169477,constant,0.3,8,200.0,1.0,8.0,False,False,True,0.006799693622149747,29.0,True,False,0.8272507474652413,COMPLETE
379,379,7.8,2024-07-02 16:01:47.486042,2024-07-02 16:22:03.121961,0 days 00:20:15.635919,tanh,100.0,0.0043832784968855535,0.98,0.9791923520069341,,0.002496803168004606,constant,0.3,8,5.0,2.0,8.0,True,True,True,0.05184899966198635,13.0,True,False,0.03274993961605294,COMPLETE
380,380,7.52475,2024-07-02 16:05:43.649976,2024-07-02 16:20:33.321559,0 days 00:14:49.671583,relu,10.0,0.04270157016816495,0.8,0.928137683541984,,0.16284142592258846,constant,0.5,6,20.0,1.0,64.0,False,False,False,0.0012909888498443879,70.0,True,True,0.7107340840116636,PRUNED
381,381,201.732308,2024-07-02 16:12:07.935156,2024-07-02 16:27:25.725845,0 days 00:15:17.790689,leaky_relu,10.0,0.004971748586718466,0.8,0.9693041337540875,,0.011609317143577783,constant,0.5,6,50.0,2.0,64.0,False,True,True,0.05226310442877257,32.0,True,False,0.3376461163748038,COMPLETE
382,382,269.8519228,2024-07-02 16:20:33.369223,2024-07-02 16:36:07.375919,0 days 00:15:34.006696,elu,5.0,0.00043738728969757357,0.98,0.9808693509270077,,0.3013976846569235,constant,0.3,8,50.0,2.0,8.0,False,True,True,0.0084592479535378,35.0,True,False,0.532283372568016,COMPLETE
383,383,102.1779002,2024-07-02 16:22:03.182767,2024-07-02 16:36:48.538940,0 days 00:14:45.356173,tanh,100.0,3.391889316620744e-05,0.92,0.9885665576254312,,0.7231127912902233,constant,0.5,6,50.0,1.0,128.0,False,True,False,0.013773595002798367,27.0,True,False,0.5847277159337789,COMPLETE
384,384,11.604717,2024-07-02 16:27:25.786950,2024-07-02 16:45:17.762347,0 days 00:17:51.975397,relu,10.0,3.0003343871493973e-06,0.92,0.9059354500794028,,0.001873597765271791,linear,5.0,8,20.0,1.0,512.0,False,False,False,0.00045956370298649613,96.0,True,True,0.9833208516688509,COMPLETE
385,385,268.4484354,2024-07-02 16:36:07.441593,2024-07-02 16:50:33.576740,0 days 00:14:26.135147,leaky_relu,5.0,0.09172185332048494,0.8,0.9644559314019172,,0.012645777080197852,constant,0.9,6,50.0,2.0,128.0,False,True,True,0.09807540992292366,46.0,True,False,0.2723801108420336,COMPLETE
386,386,16.6575,2024-07-02 16:36:48.588724,2024-07-02 16:55:14.556913,0 days 00:18:25.968189,leaky_relu,50.0,0.00035381536793001675,1.0,0.9211646941693907,,1.2353489186058364e-05,linear,5.0,8,10.0,1.0,512.0,False,True,False,0.0003483256815828053,80.0,True,True,0.5469706866119975,COMPLETE
387,387,11.0928218,2024-07-02 16:45:17.825491,2024-07-02 17:00:37.040303,0 days 00:15:19.214812,tanh,5.0,0.01970323919189855,1.0,0.9758273810005782,,0.0029669054059568104,constant,0.9,8,10.0,1.0,128.0,False,True,True,0.08940976640537544,14.0,True,False,0.0542833852170464,COMPLETE
388,388,274.26835919999996,2024-07-02 16:50:33.635330,2024-07-02 17:07:30.747749,0 days 00:16:57.112419,tanh,10.0,0.004303512447738762,0.98,0.9711815998551451,,0.0040086516292177354,constant,0.3,8,20.0,1.0,128.0,False,True,True,0.043694142116577225,16.0,True,True,0.3830352267748237,COMPLETE
389,389,11.5,2024-07-02 16:55:14.600930,2024-07-02 17:11:13.380442,0 days 00:15:58.779512,tanh,5.0,0.005636078654806789,0.98,0.9750627982848595,,0.0015729661650446495,constant,0.3,8,200.0,1.0,16.0,False,True,True,0.03278679981116435,2.0,True,True,0.070093630636276,COMPLETE
390,390,223.906081,2024-07-02 17:00:37.105534,2024-07-02 17:15:17.447623,0 days 00:14:40.342089,leaky_relu,10.0,0.09231850573307404,1.0,0.9828853744166438,,0.020043714441728432,linear,0.5,6,200.0,2.0,512.0,False,True,False,0.0006530038985516533,33.0,True,False,0.19206395605708756,COMPLETE
391,391,213.5186714,2024-07-02 17:07:30.805592,2024-07-02 17:22:06.875055,0 days 00:14:36.069463,elu,100.0,0.00020609676724860155,0.98,0.9850636843540707,,0.0027438885534683865,constant,0.9,8,100.0,3.0,8.0,False,False,False,0.01769677956056863,29.0,True,False,0.027927101114383457,COMPLETE
392,392,10.1,2024-07-02 17:11:13.431322,2024-07-02 17:28:25.602288,0 days 00:17:12.170966,tanh,10.0,1.0374605409449346e-05,0.98,0.9415842640891727,,0.0002270452007818382,constant,0.3,8,50.0,1.0,128.0,False,True,True,0.00843990084025951,3.0,True,True,0.761928420628103,COMPLETE
393,393,254.53094040000002,2024-07-02 17:15:17.502908,2024-07-02 17:32:38.298336,0 days 00:17:20.795428,tanh,10.0,0.0027643725150510016,0.98,0.9786413519752686,,0.0015014716629094878,constant,0.3,8,20.0,1.0,128.0,False,True,True,0.004842382220682671,20.0,True,True,0.7103729746561828,COMPLETE
394,394,3.2,2024-07-02 17:22:06.929154,2024-07-02 17:36:04.073812,0 days 00:13:57.144658,tanh,5.0,0.0003015121852411186,0.98,0.9768669973685591,,0.2907492525454989,constant,0.3,8,100.0,2.0,8.0,True,False,True,0.0040677095158896896,7.0,True,False,0.062441329064677184,COMPLETE
395,395,10.5,2024-07-02 17:28:25.676081,2024-07-02 17:46:36.478622,0 days 00:18:10.802541,tanh,10.0,0.00263847398534223,0.98,0.9370481432138951,,3.8421596539260294e-05,constant,0.3,8,20.0,1.0,128.0,False,True,True,0.07068215396251802,18.0,False,True,0.17374012430323946,COMPLETE
396,396,270.889494,2024-07-02 17:32:38.355948,2024-07-02 17:46:34.491216,0 days 00:13:56.135268,leaky_relu,50.0,3.765387717335329e-05,0.98,0.9720608479269592,,0.008171480377624472,constant,0.3,8,100.0,1.0,8.0,True,False,True,0.00725448953690679,16.0,True,False,0.7288879022360176,COMPLETE
397,397,12.5,2024-07-02 17:36:04.136428,2024-07-02 17:52:21.420404,0 days 00:16:17.283976,relu,10.0,0.00823916593960559,0.98,0.9723424035655478,,0.0005516626117801581,constant,0.3,8,100.0,1.0,128.0,False,True,True,0.021276402504650085,43.0,True,True,0.09746077610290071,COMPLETE
398,398,11.38,2024-07-02 17:46:34.555269,2024-07-02 18:00:24.199401,0 days 00:13:49.644132,tanh,5.0,0.0025407039600807593,0.98,0.9959875310587886,,0.004667799536653125,constant,0.3,6,50.0,1.0,16.0,False,True,True,0.05414697080059395,2.0,True,False,0.17166843748196864,COMPLETE
399,399,144.3761524,2024-07-02 17:46:36.518085,2024-07-02 18:04:07.780673,0 days 00:17:31.262588,leaky_relu,100.0,0.02039596534738217,0.99,0.9064217183535056,,0.00030126255661314073,linear,0.7,8,20.0,1.0,512.0,False,True,False,2.144016141766479e-05,77.0,True,True,0.6046583038403955,COMPLETE
400,400,41.832083,2024-07-02 17:52:21.473406,2024-07-02 18:11:24.412821,0 days 00:19:02.939415,leaky_relu,10.0,0.05594013198397675,1.0,0.9796537228644882,,0.045780198924124126,linear,2.0,8,10.0,2.0,512.0,False,True,False,0.005406319840289876,57.0,True,False,0.18287947125088727,COMPLETE
401,401,269.5904048,2024-07-02 18:00:24.242935,2024-07-02 18:15:35.531567,0 days 00:15:11.288632,tanh,5.0,0.0027416137281866017,0.98,0.9772030403470866,,0.001699272800772987,constant,0.3,8,20.0,1.0,128.0,False,True,True,0.03235734171176702,5.0,True,False,0.03943180167634701,COMPLETE
402,402,274.11595040000003,2024-07-02 18:04:07.824159,2024-07-02 18:22:00.868128,0 days 00:17:53.043969,tanh,10.0,0.00016227730322120664,0.98,0.9659204466175995,,0.0017116529572217788,constant,0.3,6,20.0,1.0,64.0,False,True,True,0.014437608868257823,12.0,True,True,0.19472362070421204,COMPLETE
403,403,259.4388354,2024-07-02 18:11:24.472905,2024-07-02 18:26:04.511257,0 days 00:14:40.038352,tanh,50.0,2.1864440657846083e-06,0.98,0.995126114168645,,0.01898275389831504,constant,5.0,6,50.0,1.0,128.0,False,True,False,0.08260657599729447,35.0,True,False,0.6007628519921904,COMPLETE
404,404,220.54959760000003,2024-07-02 18:15:35.603127,2024-07-02 18:32:22.014367,0 days 00:16:46.411240,elu,100.0,0.00022686964516622701,0.99,0.9447815675349855,,0.00015056364860396252,constant,0.9,8,20.0,2.0,8.0,True,False,True,0.040264069507729386,31.0,False,False,0.49075340627928826,COMPLETE
405,405,14.248602199999999,2024-07-02 18:22:00.940130,2024-07-02 18:39:35.083002,0 days 00:17:34.142872,tanh,10.0,2.6347448811166346e-05,0.8,0.9680832576567752,,0.00029824746941812456,constant,0.3,6,20.0,1.0,64.0,False,True,True,0.012616570638369535,17.0,True,True,0.1749102996899141,COMPLETE
406,406,259.6864356,2024-07-02 18:26:04.568917,2024-07-02 18:40:05.200170,0 days 00:14:00.631253,tanh,5.0,0.04461537411187922,1.0,0.9874832230102929,,0.0011873377500575598,constant,1.0,8,100.0,1.0,128.0,True,True,True,0.005807147457770785,8.0,True,False,0.1239567843770009,COMPLETE
407,407,262.190566,2024-07-02 18:32:22.080443,2024-07-02 18:50:04.769785,0 days 00:17:42.689342,tanh,10.0,7.019807955314562e-06,0.98,0.9580451847926014,,0.007568797856122754,constant,5.0,6,20.0,1.0,64.0,False,True,True,0.0010171011749144634,23.0,True,True,0.23732484622544733,COMPLETE
408,408,10.64,2024-07-02 18:39:35.137110,2024-07-02 18:54:12.406328,0 days 00:14:37.269218,elu,5.0,5.857581751003446e-08,0.95,0.9972439550358982,,0.003244816911964405,constant,0.9,8,100.0,3.0,8.0,False,True,True,0.038490337631411,64.0,True,False,0.45434584794507016,COMPLETE
409,409,198.09425499999998,2024-07-02 18:40:05.259225,2024-07-02 18:58:00.497100,0 days 00:17:55.237875,tanh,10.0,0.00023038965217378522,0.98,0.9438692666168855,,0.0400903983226709,constant,0.3,6,20.0,2.0,16.0,False,True,True,0.004173686825218445,3.0,True,True,0.3912024852641034,COMPLETE
410,410,233.5583972,2024-07-02 18:50:04.821455,2024-07-02 19:06:48.740643,0 days 00:16:43.919188,tanh,100.0,0.0014302197907570993,0.99,0.9377400309912315,,0.0037133886800496565,linear,0.7,6,20.0,1.0,512.0,False,False,False,0.004672987760129155,43.0,True,True,0.7160963275603619,COMPLETE
411,411,59.921410800000004,2024-07-02 18:54:12.449830,2024-07-02 19:10:55.329523,0 days 00:16:42.879693,leaky_relu,50.0,0.0004720194338214446,0.99,0.9539975541697798,,0.0008417242989134193,linear,5.0,8,20.0,1.0,512.0,False,False,False,0.00010076146712342851,50.0,True,True,0.7868939760717308,COMPLETE
412,412,10.0,2024-07-02 18:58:00.556149,2024-07-02 19:11:08.603254,0 days 00:13:08.047105,tanh,5.0,0.020525145700734052,0.98,0.9969465459668475,,0.001095150088569469,linear,0.3,8,50.0,1.0,512.0,False,True,True,0.039300013261385526,3.0,True,False,0.4725832140742438,COMPLETE
413,413,15.500884600000001,2024-07-02 19:06:48.809380,2024-07-02 19:21:31.985664,0 days 00:14:43.176284,tanh,10.0,1.6538322193194643e-05,0.98,0.9569582372367622,,0.0008844682330625816,constant,0.3,6,20.0,1.0,32.0,False,True,True,0.007931010880767175,27.0,True,True,0.07383353215761661,COMPLETE
414,414,58.7477832,2024-07-02 19:10:55.392055,2024-07-02 19:25:45.081957,0 days 00:14:49.689902,relu,50.0,0.009089283736562719,0.98,0.9737179111726603,,0.025400982313231877,constant,0.3,6,20.0,1.0,64.0,False,True,True,0.015609127978664358,17.0,True,True,0.45759481393571644,COMPLETE
415,415,50.9694028,2024-07-02 19:11:08.650811,2024-07-02 19:31:33.728728,0 days 00:20:25.077917,tanh,10.0,2.5796881017501773e-05,0.98,0.9204615105538215,,0.00011304623105465574,constant,0.3,6,5.0,1.0,64.0,False,True,True,0.016034692058535395,19.0,True,True,0.23681110949223405,COMPLETE
416,416,12.2,2024-07-02 19:21:32.033621,2024-07-02 19:36:38.999714,0 days 00:15:06.966093,tanh,10.0,0.007861440970610601,0.98,0.9575494715757039,,0.0032711332684611603,constant,0.3,6,100.0,1.0,64.0,False,True,True,0.01595661714358232,32.0,True,True,0.15371414031888767,COMPLETE
417,417,291.7633142,2024-07-02 19:25:45.146799,2024-07-02 19:39:26.144591,0 days 00:13:40.997792,relu,5.0,0.024738483472833844,0.98,0.9953759196581149,,0.10182902489785768,constant,0.3,8,100.0,1.0,8.0,False,True,True,0.07116502505326537,21.0,True,False,0.16422109924927872,COMPLETE
418,418,38.8956514,2024-07-02 19:31:33.795491,2024-07-02 19:35:53.207674,0 days 00:04:19.412183,tanh,100.0,0.09476295705514423,0.98,0.9649821805748278,,0.8372045549551332,constant,0.3,8,200.0,2.0,8.0,False,True,True,0.03233806495173764,4.0,False,False,0.32732570397061456,PRUNED
419,419,98.497799,2024-07-02 19:35:53.271616,2024-07-02 19:53:59.644301,0 days 00:18:06.372685,leaky_relu,10.0,0.020246508644109235,0.8,0.9657928539438398,,0.003941947597953003,constant,0.9,8,50.0,2.0,128.0,False,True,True,0.014733997715254134,43.0,True,True,0.15402716422280247,COMPLETE
420,420,266.0690644,2024-07-02 19:36:39.058684,2024-07-02 19:50:45.794205,0 days 00:14:06.735521,tanh,5.0,0.07330545885913266,0.98,0.9998159638886671,,0.12304481566535312,constant,0.3,8,50.0,1.0,32.0,False,True,True,0.059585899432304704,5.0,True,False,0.050279711888718735,COMPLETE
421,421,192.8028502,2024-07-02 19:39:26.200596,2024-07-02 19:53:42.659954,0 days 00:14:16.459358,relu,5.0,0.035438298729703506,0.98,0.9690930290796985,,0.7753834112661185,constant,0.3,8,100.0,1.0,8.0,False,True,True,0.05726507226364605,38.0,True,False,0.267800121858472,COMPLETE
422,422,277.6527394,2024-07-02 19:50:45.853891,2024-07-02 20:04:31.827131,0 days 00:13:45.973240,relu,5.0,0.0043095604631743925,0.98,0.9876497615208045,,0.03432717306037784,constant,0.3,8,100.0,1.0,512.0,False,True,True,0.023069223174952677,34.0,True,False,0.18758737236387255,COMPLETE
423,423,193.3371928,2024-07-02 19:53:42.720280,2024-07-02 20:09:04.089170,0 days 00:15:21.368890,leaky_relu,10.0,0.01003482556091954,1.0,0.9962196966336238,,0.0009025738582553981,linear,0.3,8,100.0,2.0,512.0,False,True,False,0.061903348459732804,14.0,True,False,0.43372917805485106,COMPLETE
424,424,101.0567476,2024-07-02 19:53:59.710173,2024-07-02 20:13:09.940633,0 days 00:19:10.230460,elu,10.0,0.02204907715943014,0.8,0.9726106871582765,,4.43276691420039e-05,constant,0.9,8,10.0,2.0,128.0,False,True,True,0.012993144678227361,11.0,True,False,0.19662479476507858,COMPLETE
425,425,11.290599199999999,2024-07-02 20:04:31.896920,2024-07-02 20:18:42.919976,0 days 00:14:11.023056,leaky_relu,5.0,0.014295862207529543,1.0,0.9946103357253658,,0.0005034500578947275,constant,5.0,6,50.0,1.0,128.0,False,True,False,0.0564765614999326,16.0,True,False,0.43024238770235523,COMPLETE
426,426,12.0,2024-07-02 20:09:04.162582,2024-07-02 20:25:26.892864,0 days 00:16:22.730282,relu,5.0,0.0030291149770175535,0.98,0.9826156535091862,,0.003728125720182877,constant,0.3,8,100.0,2.0,512.0,False,True,True,0.08388918534035027,59.0,True,False,0.021056100089742347,COMPLETE
427,427,253.05853660000002,2024-07-02 20:13:10.007712,2024-07-02 20:28:56.288370,0 days 00:15:46.280658,tanh,10.0,0.0024810902151049335,1.0,0.9733028804008721,,0.0213712521148881,constant,0.9,8,50.0,1.0,128.0,False,True,True,0.01338592301661742,15.0,True,False,0.7318694698681979,COMPLETE
