CMDLINE /home/laurie2905/anaconda3/envs/masterEnv/bin/python src/models/envs/env.py
MEM 959.363281 1718115991.7225
MEM 959.621094 1718115991.8229
MEM 959.621094 1718115991.9232
MEM 959.621094 1718115992.0236
MEM 959.621094 1718115992.1239
MEM 959.621094 1718115992.2242
MEM 959.878906 1718115992.3246
MEM 959.878906 1718115992.4249
MEM 959.878906 1718115992.5253
MEM 959.878906 1718115992.6257
MEM 960.136719 1718115992.7260
MEM 960.136719 1718115992.8264
MEM 960.136719 1718115992.9267
MEM 960.136719 1718115993.0271
MEM 960.136719 1718115993.1276
MEM 960.394531 1718115993.2279
MEM 960.394531 1718115993.3283
MEM 960.394531 1718115993.4286
MEM 960.394531 1718115993.5290
MEM 960.652344 1718115993.6293
MEM 960.652344 1718115993.7296
MEM 960.652344 1718115993.8300
MEM 960.652344 1718115993.9303
MEM 960.652344 1718115994.0306
MEM 960.910156 1718115994.1310
MEM 960.910156 1718115994.2313
MEM 960.910156 1718115994.3317
MEM 960.910156 1718115994.4320
MEM 960.910156 1718115994.5323
MEM 961.167969 1718115994.6327
MEM 961.167969 1718115994.7331
MEM 961.167969 1718115994.8336
MEM 961.167969 1718115994.9339
MEM 961.167969 1718115995.0342
MEM 961.425781 1718115995.1346
MEM 961.425781 1718115995.2351
MEM 961.425781 1718115995.3354
MEM 961.425781 1718115995.4358
MEM 961.425781 1718115995.5361
MEM 961.683594 1718115995.6365
MEM 961.683594 1718115995.7368
MEM 961.683594 1718115995.8372
MEM 961.683594 1718115995.9378
MEM 961.683594 1718115996.0382
MEM 961.941406 1718115996.1385
MEM 961.941406 1718115996.2389
MEM 961.941406 1718115996.3393
MEM 961.941406 1718115996.4398
MEM 961.941406 1718115996.5403
MEM 962.199219 1718115996.6406
MEM 962.199219 1718115996.7410
MEM 962.199219 1718115996.8414
MEM 962.199219 1718115996.9417
MEM 962.457031 1718115997.0421
MEM 962.457031 1718115997.1424
MEM 962.457031 1718115997.2427
MEM 962.457031 1718115997.3431
MEM 962.457031 1718115997.4435
MEM 962.714844 1718115997.5438
MEM 962.714844 1718115997.6442
MEM 962.714844 1718115997.7446
MEM 962.714844 1718115997.8449
MEM 962.714844 1718115997.9455
MEM 962.972656 1718115998.0458
MEM 962.972656 1718115998.1462
MEM 962.972656 1718115998.2464
MEM 962.972656 1718115998.3468
MEM 962.972656 1718115998.4471
MEM 963.230469 1718115998.5475
MEM 963.230469 1718115998.6478
MEM 963.230469 1718115998.7481
MEM 963.230469 1718115998.8484
MEM 963.230469 1718115998.9488
MEM 963.230469 1718115999.0491
MEM 963.488281 1718115999.1494
MEM 963.488281 1718115999.2498
MEM 963.488281 1718115999.3502
MEM 963.488281 1718115999.4505
MEM 963.488281 1718115999.5509
MEM 963.746094 1718115999.6512
MEM 963.746094 1718115999.7516
MEM 963.746094 1718115999.8520
MEM 963.746094 1718115999.9523
MEM 964.003906 1718116000.0527
MEM 964.003906 1718116000.1531
MEM 964.003906 1718116000.2535
MEM 964.003906 1718116000.3538
MEM 964.003906 1718116000.4542
MEM 964.261719 1718116000.5546
MEM 964.261719 1718116000.6549
MEM 964.261719 1718116000.7553
MEM 964.261719 1718116000.8557
MEM 964.261719 1718116000.9560
MEM 964.519531 1718116001.0564
MEM 964.519531 1718116001.1567
MEM 964.519531 1718116001.2570
MEM 964.519531 1718116001.3574
MEM 964.777344 1718116001.4577
MEM 964.777344 1718116001.5581
MEM 964.777344 1718116001.6586
MEM 964.777344 1718116001.7589
MEM 964.777344 1718116001.8593
MEM 964.777344 1718116001.9597
MEM 965.035156 1718116002.0600
MEM 965.035156 1718116002.1604
MEM 965.035156 1718116002.2608
MEM 965.035156 1718116002.3611
MEM 965.292969 1718116002.4614
MEM 965.292969 1718116002.5618
MEM 965.292969 1718116002.6621
MEM 965.292969 1718116002.7624
MEM 965.292969 1718116002.8628
MEM 965.550781 1718116002.9632
MEM 965.550781 1718116003.0635
MEM 965.550781 1718116003.1639
MEM 965.550781 1718116003.2643
MEM 965.550781 1718116003.3647
MEM 965.808594 1718116003.4651
MEM 965.808594 1718116003.5654
MEM 965.808594 1718116003.6658
MEM 965.808594 1718116003.7661
MEM 965.808594 1718116003.8665
MEM 966.066406 1718116003.9668
MEM 966.066406 1718116004.0671
MEM 966.066406 1718116004.1675
MEM 966.066406 1718116004.2678
MEM 966.066406 1718116004.3682
MEM 966.066406 1718116004.4685
MEM 966.324219 1718116004.5689
MEM 966.324219 1718116004.6693
MEM 966.324219 1718116004.7696
MEM 966.324219 1718116004.8699
MEM 966.324219 1718116004.9703
MEM 966.582031 1718116005.0707
MEM 966.582031 1718116005.1710
MEM 966.582031 1718116005.2713
MEM 966.582031 1718116005.3717
MEM 966.582031 1718116005.4721
MEM 966.839844 1718116005.5724
MEM 966.839844 1718116005.6728
MEM 966.839844 1718116005.7731
MEM 966.839844 1718116005.8734
MEM 966.839844 1718116005.9738
MEM 967.097656 1718116006.0741
MEM 967.097656 1718116006.1745
MEM 967.097656 1718116006.2749
MEM 967.097656 1718116006.3752
MEM 967.097656 1718116006.4755
MEM 967.355469 1718116006.5759
MEM 967.355469 1718116006.6762
MEM 967.355469 1718116006.7766
MEM 967.355469 1718116006.8770
MEM 967.355469 1718116006.9774
MEM 967.613281 1718116007.0777
MEM 967.613281 1718116007.1781
MEM 967.613281 1718116007.2784
MEM 967.613281 1718116007.3788
MEM 967.871094 1718116007.4792
MEM 967.871094 1718116007.5796
MEM 967.871094 1718116007.6799
MEM 967.871094 1718116007.7804
MEM 967.871094 1718116007.8808
MEM 968.128906 1718116007.9812
MEM 968.128906 1718116008.0816
MEM 968.128906 1718116008.1820
MEM 968.128906 1718116008.2823
MEM 968.128906 1718116008.3827
MEM 968.386719 1718116008.4830
MEM 968.386719 1718116008.5833
MEM 968.386719 1718116008.6836
MEM 968.386719 1718116008.7840
MEM 968.386719 1718116008.8842
MEM 968.644531 1718116008.9846
MEM 968.644531 1718116009.0849
MEM 968.644531 1718116009.1854
MEM 968.644531 1718116009.2858
MEM 968.902344 1718116009.3861
MEM 968.902344 1718116009.4867
MEM 968.902344 1718116009.5870
MEM 968.902344 1718116009.6874
MEM 968.902344 1718116009.7878
MEM 968.902344 1718116009.8881
MEM 969.160156 1718116009.9885
MEM 969.160156 1718116010.0889
MEM 969.160156 1718116010.1893
MEM 969.160156 1718116010.2896
MEM 969.417969 1718116010.3900
MEM 969.417969 1718116010.4904
MEM 969.417969 1718116010.5908
MEM 969.417969 1718116010.6911
MEM 969.417969 1718116010.7916
MEM 969.675781 1718116010.8919
MEM 969.675781 1718116010.9923
MEM 969.675781 1718116011.0925
MEM 969.675781 1718116011.1929
MEM 969.675781 1718116011.2932
MEM 969.933594 1718116011.3936
MEM 969.933594 1718116011.4939
MEM 969.933594 1718116011.5943
MEM 969.933594 1718116011.6946
MEM 970.191406 1718116011.7950
MEM 970.191406 1718116011.8954
MEM 970.191406 1718116011.9958
MEM 970.191406 1718116012.0963
MEM 970.191406 1718116012.1968
MEM 970.191406 1718116012.2972
MEM 970.191406 1718116012.3976
MEM 970.191406 1718116012.4980
MEM 970.191406 1718116012.5983
MEM 970.191406 1718116012.6987
MEM 970.191406 1718116012.7990
MEM 970.449219 1718116012.8993
MEM 970.449219 1718116012.9997
MEM 970.449219 1718116013.1001
MEM 970.449219 1718116013.2004
MEM 970.449219 1718116013.3008
MEM 970.707031 1718116013.4011
MEM 970.707031 1718116013.5014
MEM 970.707031 1718116013.6018
MEM 970.707031 1718116013.7022
MEM 970.707031 1718116013.8025
MEM 970.964844 1718116013.9029
MEM 970.964844 1718116014.0032
MEM 970.964844 1718116014.1036
MEM 970.964844 1718116014.2039
MEM 970.964844 1718116014.3043
MEM 971.222656 1718116014.4047
MEM 971.222656 1718116014.5050
MEM 971.222656 1718116014.6054
MEM 971.222656 1718116014.7058
MEM 971.222656 1718116014.8061
MEM 971.480469 1718116014.9065
MEM 971.480469 1718116015.0068
MEM 971.480469 1718116015.1072
MEM 971.480469 1718116015.2076
MEM 971.480469 1718116015.3079
MEM 971.738281 1718116015.4083
MEM 971.738281 1718116015.5086
MEM 971.738281 1718116015.6090
MEM 971.738281 1718116015.7093
MEM 971.738281 1718116015.8097
MEM 971.996094 1718116015.9100
MEM 971.996094 1718116016.0103
MEM 971.996094 1718116016.1107
MEM 971.996094 1718116016.2110
MEM 971.996094 1718116016.3113
MEM 972.253906 1718116016.4117
MEM 972.253906 1718116016.5121
MEM 972.253906 1718116016.6125
MEM 972.253906 1718116016.7128
MEM 972.511719 1718116016.8132
MEM 972.511719 1718116016.9135
MEM 972.511719 1718116017.0140
MEM 972.511719 1718116017.1144
MEM 972.511719 1718116017.2148
MEM 972.769531 1718116017.3152
MEM 972.769531 1718116017.4155
MEM 972.769531 1718116017.5159
MEM 972.769531 1718116017.6164
MEM 973.027344 1718116017.7168
MEM 973.027344 1718116017.8171
MEM 973.027344 1718116017.9174
MEM 973.027344 1718116018.0177
MEM 973.027344 1718116018.1181
MEM 973.285156 1718116018.2184
MEM 973.285156 1718116018.3188
MEM 973.285156 1718116018.4192
MEM 973.285156 1718116018.5196
MEM 973.285156 1718116018.6199
MEM 973.542969 1718116018.7202
MEM 973.542969 1718116018.8206
MEM 973.542969 1718116018.9210
MEM 973.542969 1718116019.0213
MEM 973.542969 1718116019.1217
MEM 973.800781 1718116019.2221
MEM 973.800781 1718116019.3224
MEM 973.800781 1718116019.4227
MEM 973.800781 1718116019.5231
MEM 973.800781 1718116019.6235
MEM 974.058594 1718116019.7238
MEM 974.058594 1718116019.8242
MEM 974.058594 1718116019.9245
MEM 974.058594 1718116020.0248
MEM 974.316406 1718116020.1252
MEM 974.316406 1718116020.2256
MEM 974.316406 1718116020.3259
MEM 974.316406 1718116020.4263
MEM 974.316406 1718116020.5267
MEM 974.574219 1718116020.6270
MEM 974.574219 1718116020.7274
MEM 974.574219 1718116020.8278
MEM 974.574219 1718116020.9281
MEM 974.574219 1718116021.0285
MEM 974.832031 1718116021.1288
MEM 974.832031 1718116021.2293
MEM 974.832031 1718116021.3296
MEM 974.832031 1718116021.4300
MEM 974.832031 1718116021.5303
MEM 975.089844 1718116021.6307
MEM 975.089844 1718116021.7311
MEM 975.089844 1718116021.8314
MEM 975.089844 1718116021.9319
MEM 975.347656 1718116022.0322
MEM 975.347656 1718116022.1328
MEM 975.347656 1718116022.2331
MEM 975.347656 1718116022.3335
MEM 975.347656 1718116022.4338
MEM 975.605469 1718116022.5342
MEM 975.605469 1718116022.6346
MEM 975.605469 1718116022.7350
MEM 975.605469 1718116022.8353
MEM 975.605469 1718116022.9357
MEM 975.863281 1718116023.0360
MEM 975.863281 1718116023.1363
MEM 975.863281 1718116023.2366
MEM 975.863281 1718116023.3370
MEM 975.863281 1718116023.4374
MEM 976.121094 1718116023.5380
MEM 976.121094 1718116023.6383
MEM 976.121094 1718116023.7387
MEM 976.121094 1718116023.8391
MEM 976.121094 1718116023.9395
MEM 976.378906 1718116024.0398
MEM 976.378906 1718116024.1402
MEM 976.378906 1718116024.2405
MEM 976.378906 1718116024.3409
MEM 976.378906 1718116024.4412
MEM 976.636719 1718116024.5416
MEM 976.636719 1718116024.6420
MEM 976.636719 1718116024.7423
MEM 976.636719 1718116024.8427
MEM 976.636719 1718116024.9431
MEM 976.894531 1718116025.0434
MEM 976.894531 1718116025.1438
MEM 976.894531 1718116025.2441
MEM 976.894531 1718116025.3445
MEM 977.152344 1718116025.4448
MEM 977.152344 1718116025.5452
MEM 977.152344 1718116025.6457
MEM 977.152344 1718116025.7460
MEM 977.152344 1718116025.8463
MEM 977.410156 1718116025.9467
MEM 977.410156 1718116026.0470
MEM 977.410156 1718116026.1474
MEM 977.410156 1718116026.2478
MEM 977.410156 1718116026.3482
MEM 977.667969 1718116026.4485
MEM 977.667969 1718116026.5489
MEM 977.667969 1718116026.6493
MEM 977.667969 1718116026.7497
MEM 977.667969 1718116026.8500
MEM 977.925781 1718116026.9504
MEM 977.925781 1718116027.0508
MEM 977.925781 1718116027.1511
MEM 977.925781 1718116027.2516
MEM 977.925781 1718116027.3520
MEM 978.183594 1718116027.4524
MEM 978.183594 1718116027.5527
MEM 978.183594 1718116027.6531
MEM 978.183594 1718116027.7534
MEM 978.183594 1718116027.8537
MEM 978.441406 1718116027.9541
MEM 978.441406 1718116028.0544
MEM 978.441406 1718116028.1548
MEM 978.441406 1718116028.2552
MEM 978.441406 1718116028.3556
MEM 978.699219 1718116028.4560
MEM 978.699219 1718116028.5563
MEM 978.699219 1718116028.6567
MEM 978.699219 1718116028.7570
MEM 978.699219 1718116028.8574
MEM 978.957031 1718116028.9577
MEM 978.957031 1718116029.0581
MEM 978.957031 1718116029.1584
MEM 978.957031 1718116029.2587
MEM 978.957031 1718116029.3592
MEM 979.214844 1718116029.4596
MEM 979.214844 1718116029.5600
MEM 979.214844 1718116029.6603
MEM 979.214844 1718116029.7606
MEM 979.472656 1718116029.8609
MEM 979.472656 1718116029.9613
MEM 979.472656 1718116030.0616
MEM 979.472656 1718116030.1620
MEM 979.472656 1718116030.2624
MEM 979.730469 1718116030.3628
MEM 979.730469 1718116030.4631
MEM 979.730469 1718116030.5634
MEM 979.730469 1718116030.6638
MEM 979.730469 1718116030.7642
MEM 979.988281 1718116030.8645
MEM 979.988281 1718116030.9648
MEM 979.988281 1718116031.0652
MEM 979.988281 1718116031.1655
MEM 979.988281 1718116031.2659
MEM 980.246094 1718116031.3663
MEM 980.246094 1718116031.4666
MEM 980.246094 1718116031.5669
MEM 980.246094 1718116031.6673
MEM 980.246094 1718116031.7676
MEM 980.503906 1718116031.8680
MEM 980.503906 1718116031.9684
MEM 980.503906 1718116032.0687
MEM 980.503906 1718116032.1691
MEM 980.503906 1718116032.2694
MEM 980.761719 1718116032.3698
MEM 980.761719 1718116032.4701
MEM 980.761719 1718116032.5704
MEM 980.761719 1718116032.6708
MEM 981.019531 1718116032.7712
MEM 981.019531 1718116032.8716
MEM 981.019531 1718116032.9719
MEM 981.019531 1718116033.0723
MEM 981.019531 1718116033.1727
MEM 981.019531 1718116033.2730
MEM 981.277344 1718116033.3733
MEM 981.277344 1718116033.4737
MEM 981.277344 1718116033.5740
MEM 981.277344 1718116033.6744
MEM 981.277344 1718116033.7747
MEM 981.535156 1718116033.8751
MEM 981.535156 1718116033.9755
MEM 981.535156 1718116034.0758
MEM 981.535156 1718116034.1762
MEM 981.535156 1718116034.2766
MEM 981.792969 1718116034.3769
MEM 981.792969 1718116034.4773
MEM 981.792969 1718116034.5776
MEM 981.792969 1718116034.6779
MEM 981.792969 1718116034.7782
MEM 982.050781 1718116034.8786
MEM 982.050781 1718116034.9790
MEM 982.050781 1718116035.0793
MEM 982.050781 1718116035.1797
MEM 982.050781 1718116035.2800
MEM 982.308594 1718116035.3804
MEM 982.308594 1718116035.4807
MEM 982.308594 1718116035.5811
MEM 982.308594 1718116035.6815
MEM 982.308594 1718116035.7818
MEM 982.566406 1718116035.8822
MEM 982.566406 1718116035.9825
MEM 982.566406 1718116036.0829
MEM 982.566406 1718116036.1832
MEM 982.566406 1718116036.2835
MEM 982.824219 1718116036.3839
MEM 982.824219 1718116036.4842
MEM 982.824219 1718116036.5845
MEM 982.824219 1718116036.6849
MEM 982.824219 1718116036.7852
MEM 983.082031 1718116036.8855
MEM 983.082031 1718116036.9859
MEM 983.082031 1718116037.0862
MEM 983.082031 1718116037.1865
MEM 983.082031 1718116037.2869
MEM 983.339844 1718116037.3872
MEM 983.339844 1718116037.4877
MEM 983.339844 1718116037.5881
MEM 983.339844 1718116037.6884
MEM 983.597656 1718116037.7888
MEM 983.597656 1718116037.8891
MEM 983.597656 1718116037.9895
MEM 983.597656 1718116038.0898
MEM 983.597656 1718116038.1901
MEM 983.855469 1718116038.2905
MEM 983.855469 1718116038.3908
MEM 983.855469 1718116038.4911
MEM 983.855469 1718116038.5915
MEM 983.855469 1718116038.6918
MEM 984.113281 1718116038.7922
MEM 984.113281 1718116038.8925
MEM 984.113281 1718116038.9929
MEM 984.113281 1718116039.0932
MEM 984.113281 1718116039.1936
MEM 984.371094 1718116039.2939
MEM 984.371094 1718116039.3943
MEM 984.371094 1718116039.4947
MEM 984.371094 1718116039.5951
MEM 984.628906 1718116039.6954
MEM 984.628906 1718116039.7957
MEM 984.628906 1718116039.8961
MEM 984.628906 1718116039.9964
MEM 984.628906 1718116040.0968
MEM 984.886719 1718116040.1971
MEM 984.886719 1718116040.2975
MEM 985.144531 1718116040.3978
MEM 985.402344 1718116040.4981
MEM 985.402344 1718116040.5985
MEM 985.402344 1718116040.6989
MEM 985.402344 1718116040.7993
MEM 985.402344 1718116040.8997
MEM 985.660156 1718116041.0000
MEM 985.660156 1718116041.1003
MEM 985.660156 1718116041.2007
MEM 985.660156 1718116041.3010
MEM 985.660156 1718116041.4014
MEM 985.917969 1718116041.5018
MEM 985.917969 1718116041.6021
MEM 985.917969 1718116041.7025
MEM 985.917969 1718116041.8028
MEM 986.175781 1718116041.9032
MEM 986.175781 1718116042.0036
MEM 986.175781 1718116042.1039
MEM 986.175781 1718116042.2043
MEM 986.175781 1718116042.3046
MEM 986.433594 1718116042.4050
MEM 986.433594 1718116042.5053
MEM 986.433594 1718116042.6058
MEM 986.433594 1718116042.7061
MEM 986.433594 1718116042.8065
MEM 986.691406 1718116042.9068
MEM 986.691406 1718116043.0071
MEM 986.691406 1718116043.1074
MEM 986.691406 1718116043.2077
MEM 986.691406 1718116043.3081
MEM 986.949219 1718116043.4085
MEM 986.949219 1718116043.5088
MEM 986.949219 1718116043.6091
MEM 986.949219 1718116043.7095
MEM 986.949219 1718116043.8098
MEM 987.207031 1718116043.9101
MEM 987.207031 1718116044.0105
MEM 987.207031 1718116044.1109
MEM 987.207031 1718116044.2112
MEM 987.207031 1718116044.3116
MEM 987.464844 1718116044.4119
MEM 987.464844 1718116044.5123
MEM 987.464844 1718116044.6126
MEM 987.464844 1718116044.7130
MEM 987.722656 1718116044.8133
MEM 987.722656 1718116044.9137
MEM 987.722656 1718116045.0141
MEM 987.722656 1718116045.1144
MEM 987.722656 1718116045.2148
MEM 987.980469 1718116045.3151
MEM 987.980469 1718116045.4155
MEM 987.980469 1718116045.5158
MEM 987.980469 1718116045.6161
MEM 987.980469 1718116045.7165
MEM 988.238281 1718116045.8168
MEM 988.238281 1718116045.9171
MEM 988.238281 1718116046.0174
MEM 988.238281 1718116046.1178
MEM 988.238281 1718116046.2181
MEM 988.496094 1718116046.3185
MEM 988.496094 1718116046.4187
MEM 988.496094 1718116046.5191
MEM 988.496094 1718116046.6194
MEM 988.496094 1718116046.7198
MEM 988.753906 1718116046.8202
MEM 988.753906 1718116046.9206
MEM 988.753906 1718116047.0209
MEM 988.753906 1718116047.1213
MEM 988.753906 1718116047.2216
MEM 989.011719 1718116047.3220
MEM 989.011719 1718116047.4223
MEM 989.011719 1718116047.5227
MEM 989.011719 1718116047.6231
MEM 989.269531 1718116047.7235
MEM 989.269531 1718116047.8238
MEM 989.269531 1718116047.9241
MEM 989.269531 1718116048.0245
MEM 989.269531 1718116048.1248
MEM 989.527344 1718116048.2252
MEM 989.527344 1718116048.3255
MEM 989.527344 1718116048.4259
MEM 989.527344 1718116048.5262
MEM 989.527344 1718116048.6266
MEM 989.785156 1718116048.7269
MEM 989.785156 1718116048.8273
MEM 989.785156 1718116048.9276
MEM 989.785156 1718116049.0280
MEM 990.042969 1718116049.1284
MEM 990.042969 1718116049.2287
MEM 990.042969 1718116049.3291
MEM 990.042969 1718116049.4294
MEM 990.042969 1718116049.5297
MEM 990.300781 1718116049.6302
MEM 990.300781 1718116049.7305
MEM 990.300781 1718116049.8308
MEM 990.300781 1718116049.9311
MEM 990.300781 1718116050.0315
MEM 990.558594 1718116050.1319
MEM 990.558594 1718116050.2323
MEM 990.558594 1718116050.3326
MEM 990.558594 1718116050.4330
MEM 990.816406 1718116050.5334
MEM 990.816406 1718116050.6337
MEM 990.816406 1718116050.7340
MEM 990.816406 1718116050.8344
MEM 990.816406 1718116050.9348
MEM 990.816406 1718116051.0352
MEM 991.074219 1718116051.1355
MEM 991.074219 1718116051.2359
MEM 991.074219 1718116051.3363
MEM 991.074219 1718116051.4366
MEM 991.074219 1718116051.5371
MEM 991.074219 1718116051.6375
MEM 991.332031 1718116051.7378
MEM 991.332031 1718116051.8382
MEM 991.332031 1718116051.9386
MEM 991.332031 1718116052.0390
MEM 991.332031 1718116052.1393
MEM 991.332031 1718116052.2397
MEM 991.332031 1718116052.3401
MEM 991.589844 1718116052.4405
MEM 991.589844 1718116052.5408
MEM 991.589844 1718116052.6412
MEM 991.589844 1718116052.7416
MEM 991.589844 1718116052.8420
MEM 991.589844 1718116052.9424
MEM 991.847656 1718116053.0427
MEM 991.847656 1718116053.1431
MEM 991.847656 1718116053.2435
MEM 991.847656 1718116053.3438
MEM 991.847656 1718116053.4442
MEM 992.105469 1718116053.5445
MEM 992.105469 1718116053.6448
MEM 992.105469 1718116053.7453
MEM 992.105469 1718116053.8457
MEM 992.105469 1718116053.9461
MEM 992.363281 1718116054.0464
MEM 992.363281 1718116054.1468
MEM 992.363281 1718116054.2472
MEM 992.363281 1718116054.3475
MEM 992.363281 1718116054.4479
MEM 992.621094 1718116054.5482
MEM 992.621094 1718116054.6486
MEM 992.621094 1718116054.7489
MEM 992.621094 1718116054.8492
MEM 992.621094 1718116054.9495
MEM 992.878906 1718116055.0499
MEM 992.878906 1718116055.1502
MEM 992.878906 1718116055.2505
MEM 992.878906 1718116055.3508
MEM 992.878906 1718116055.4512
MEM 993.136719 1718116055.5516
MEM 993.136719 1718116055.6519
MEM 993.136719 1718116055.7522
MEM 993.136719 1718116055.8526
MEM 993.136719 1718116055.9529
MEM 993.394531 1718116056.0533
MEM 993.394531 1718116056.1538
MEM 993.394531 1718116056.2541
MEM 993.394531 1718116056.3545
MEM 993.394531 1718116056.4548
MEM 993.652344 1718116056.5551
MEM 993.652344 1718116056.6555
MEM 993.652344 1718116056.7558
MEM 993.652344 1718116056.8561
MEM 993.910156 1718116056.9565
MEM 993.910156 1718116057.0568
MEM 993.910156 1718116057.1572
MEM 993.910156 1718116057.2575
MEM 993.910156 1718116057.3578
MEM 994.167969 1718116057.4582
MEM 994.167969 1718116057.5585
MEM 994.167969 1718116057.6589
MEM 994.167969 1718116057.7592
MEM 994.167969 1718116057.8596
MEM 994.425781 1718116057.9600
MEM 994.425781 1718116058.0604
MEM 994.425781 1718116058.1607
MEM 994.425781 1718116058.2611
MEM 994.683594 1718116058.3615
MEM 994.683594 1718116058.4618
MEM 994.683594 1718116058.5622
MEM 994.683594 1718116058.6625
MEM 994.683594 1718116058.7629
MEM 994.941406 1718116058.8633
MEM 994.941406 1718116058.9636
MEM 994.941406 1718116059.0639
MEM 994.941406 1718116059.1643
MEM 994.941406 1718116059.2647
MEM 995.199219 1718116059.3650
MEM 995.199219 1718116059.4654
MEM 995.199219 1718116059.5657
MEM 995.199219 1718116059.6661
MEM 995.199219 1718116059.7664
MEM 995.457031 1718116059.8668
MEM 995.457031 1718116059.9671
MEM 995.457031 1718116060.0675
MEM 995.457031 1718116060.1678
MEM 995.457031 1718116060.2681
MEM 995.714844 1718116060.3685
MEM 995.714844 1718116060.4688
MEM 995.714844 1718116060.5692
MEM 995.714844 1718116060.6695
MEM 995.972656 1718116060.7699
MEM 995.972656 1718116060.8703
MEM 995.972656 1718116060.9706
MEM 995.972656 1718116061.0709
MEM 995.972656 1718116061.1713
MEM 996.230469 1718116061.2716
MEM 996.230469 1718116061.3719
MEM 996.230469 1718116061.4723
MEM 996.230469 1718116061.5726
MEM 996.230469 1718116061.6730
MEM 996.488281 1718116061.7733
MEM 996.488281 1718116061.8737
MEM 996.488281 1718116061.9740
MEM 996.488281 1718116062.0744
MEM 996.746094 1718116062.1747
MEM 996.746094 1718116062.2751
MEM 996.746094 1718116062.3754
MEM 996.746094 1718116062.4758
MEM 996.746094 1718116062.5762
MEM 997.003906 1718116062.6766
MEM 997.003906 1718116062.7770
MEM 997.003906 1718116062.8774
MEM 997.003906 1718116062.9777
MEM 997.003906 1718116063.0782
MEM 997.261719 1718116063.1785
MEM 997.261719 1718116063.2789
MEM 997.261719 1718116063.3793
MEM 997.261719 1718116063.4796
MEM 997.261719 1718116063.5799
MEM 997.519531 1718116063.6803
MEM 997.519531 1718116063.7806
MEM 997.519531 1718116063.8809
MEM 997.519531 1718116063.9813
MEM 997.519531 1718116064.0817
MEM 997.519531 1718116064.1820
MEM 997.777344 1718116064.2824
MEM 997.777344 1718116064.3827
MEM 997.777344 1718116064.4830
MEM 997.777344 1718116064.5834
MEM 997.777344 1718116064.6837
MEM 998.035156 1718116064.7840
MEM 998.035156 1718116064.8844
MEM 998.035156 1718116064.9847
MEM 998.035156 1718116065.0851
MEM 998.035156 1718116065.1854
MEM 998.292969 1718116065.2858
MEM 998.292969 1718116065.3861
MEM 998.292969 1718116065.4865
MEM 998.292969 1718116065.5868
MEM 998.292969 1718116065.6871
MEM 998.550781 1718116065.7875
MEM 998.550781 1718116065.8878
MEM 998.550781 1718116065.9882
MEM 998.550781 1718116066.0885
MEM 998.550781 1718116066.1889
MEM 999.066406 1718116066.2892
MEM 999.324219 1718116066.3896
MEM 999.324219 1718116066.4899
MEM 999.324219 1718116066.5902
MEM 999.324219 1718116066.6906
MEM 999.324219 1718116066.7911
MEM 999.582031 1718116066.8915
MEM 999.582031 1718116066.9921
MEM 999.582031 1718116067.0924
MEM 999.582031 1718116067.1927
MEM 999.582031 1718116067.2930
MEM 999.839844 1718116067.3934
MEM 999.839844 1718116067.4939
MEM 999.839844 1718116067.5942
MEM 999.839844 1718116067.6946
MEM 999.839844 1718116067.7950
MEM 1000.097656 1718116067.8953
MEM 1000.097656 1718116067.9956
MEM 1000.097656 1718116068.0960
MEM 1000.097656 1718116068.1964
MEM 1000.097656 1718116068.2968
MEM 1000.355469 1718116068.3971
MEM 1000.355469 1718116068.4975
MEM 1000.355469 1718116068.5979
MEM 1000.355469 1718116068.6983
MEM 1000.613281 1718116068.7987
MEM 1000.613281 1718116068.8990
MEM 1000.613281 1718116068.9995
MEM 1000.613281 1718116069.0997
MEM 1000.613281 1718116069.2001
MEM 1000.871094 1718116069.3005
MEM 1000.871094 1718116069.4008
MEM 1000.871094 1718116069.5012
MEM 1000.871094 1718116069.6015
MEM 1001.128906 1718116069.7019
MEM 1001.128906 1718116069.8022
MEM 1001.128906 1718116069.9025
MEM 1001.128906 1718116070.0029
MEM 1001.128906 1718116070.1033
MEM 1001.128906 1718116070.2037
MEM 1001.386719 1718116070.3040
MEM 1001.386719 1718116070.4044
MEM 1001.386719 1718116070.5047
MEM 1001.386719 1718116070.6051
MEM 1001.644531 1718116070.7054
MEM 1001.644531 1718116070.8057
MEM 1001.644531 1718116070.9061
MEM 1001.644531 1718116071.0064
MEM 1001.644531 1718116071.1068
MEM 1001.902344 1718116071.2072
MEM 1001.902344 1718116071.3076
MEM 1001.902344 1718116071.4079
MEM 1001.902344 1718116071.5082
MEM 1001.902344 1718116071.6086
MEM 1002.160156 1718116071.7089
MEM 1002.160156 1718116071.8093
MEM 1002.160156 1718116071.9096
MEM 1002.160156 1718116072.0100
MEM 1002.160156 1718116072.1104
MEM 1002.417969 1718116072.2107
MEM 1002.417969 1718116072.3111
MEM 1002.417969 1718116072.4114
MEM 1002.417969 1718116072.5118
MEM 1002.417969 1718116072.6121
MEM 1002.675781 1718116072.7125
MEM 1002.675781 1718116072.8129
MEM 1002.675781 1718116072.9132
MEM 1002.675781 1718116073.0136
MEM 1002.675781 1718116073.1140
MEM 1002.933594 1718116073.2144
MEM 1002.933594 1718116073.3148
MEM 1002.933594 1718116073.4152
MEM 1002.933594 1718116073.5157
MEM 1003.191406 1718116073.6160
